Product StockKeepingUnit,Price (01s68000002Qj2IAAS) RON,Price (01s68000002Qj2IAAS) EUR,IsActive
5200885859,226.41,,true
5200885860,209.31,,true
5200885861,216.64,,true
5200885862,216.64,,true
5200885863,216.98,,true
5200885864,226.41,,true
5200885865,216.98,,true
5200885866,226.41,,true
5200885867,216.64,,true
5200885868,216.64,,true
5200885869,209.31,,true
5200885870,209.31,,true
5200885871,216.64,,true
5200885872,216.98,,true
5200885873,209.31,,true
5200885874,226.41,,true
5200885875,204.11,,true
5200885876,209.31,,true
5200885877,209.31,,true
5200885878,226.41,,true
5200885879,216.64,,true
5200885880,209.31,,true
5200885881,216.64,,true
5200885882,216.64,,true
5200885883,216.64,,true
5200885884,226.41,,true
5200885885,226.41,,true
5200886147,226.41,,true
5200886148,204.11,,true
5200886149,209.31,,true
5200886150,209.31,,true
5200886151,226.41,,true
5200886152,216.64,,true
5200886153,209.31,,true
5200886154,216.64,,true
5200886155,216.64,,true
5200886156,216.64,,true
5200886157,226.41,,true
5200886158,226.41,,true
5200886159,216.98,,true
5200886160,216.98,,true
5200886161,226.41,,true
5200886162,209.31,,true
5200886163,209.31,,true
5200886164,209.31,,true
5200886165,216.64,,true
5200886166,216.64,,true
5200886167,216.64,,true
5200886168,209.31,,true
5200886169,226.41,,true
5200886170,216.98,,true
5200886171,226.41,,true
5200886172,209.31,,true
5200886173,226.41,,true
5200886174,204.11,,true
5200886175,209.31,,true
5200886608,219.02,,true
5200886609,211.81,,true
5200886610,206.23,,true
5200886611,278.93,,true
5200886612,247.14,,true
5200886613,219.02,,true
5200886614,211.81,,true
5200886615,206.23,,true
5200886616,278.93,,true
5200886617,247.14,,true
5200886618,219.02,,true
5200886619,211.81,,true
5200886620,206.23,,true
5200886621,278.93,,true
5200886622,247.14,,true
5200886623,219.02,,true
5200886624,211.81,,true
5200886625,206.23,,true
5200886626,247.14,,true
5200886627,219.02,,true
5200886628,211.81,,true
5200886629,206.23,,true
5200886630,278.93,,true
5200886631,247.14,,true
5200886632,219.02,,true
5200886633,211.81,,true
5200886634,206.23,,true
5200886635,278.93,,true
5200885886,216.98,,true
5200885887,216.98,,true
5200885888,226.41,,true
5200885889,209.31,,true
5200885890,209.31,,true
5200885891,209.31,,true
5200885892,216.64,,true
5200885893,216.64,,true
5200885894,216.64,,true
5200885895,209.31,,true
5200885896,226.41,,true
5200885897,216.98,,true
5200885898,226.41,,true
5200885899,209.31,,true
5200885900,226.41,,true
5200885901,204.11,,true
5200885902,209.31,,true
5200885903,226.41,,true
5200885904,216.64,,true
5200885905,216.98,,true
5200885906,226.41,,true
5200885907,209.31,,true
5200885908,226.41,,true
5200885909,226.41,,true
5200885910,204.11,,true
5200885911,216.98,,true
5200885912,226.41,,true
5200885913,209.31,,true
5200885914,209.31,,true
5200886176,226.41,,true
5200886177,216.64,,true
5200886178,216.98,,true
5200886179,226.41,,true
5200886180,209.31,,true
5200886181,226.41,,true
5200886182,226.41,,true
5200886183,204.11,,true
5200886184,216.98,,true
5200886185,226.41,,true
5200886186,209.31,,true
5200886187,209.31,,true
5200886188,226.41,,true
5200886189,216.64,,true
5200886190,209.31,,true
5200886191,216.64,,true
5200886192,226.41,,true
5200886193,226.41,,true
5200886194,216.64,,true
5200886195,209.31,,true
5200886196,216.98,,true
5200886197,216.98,,true
5200886198,209.31,,true
5200886199,226.41,,true
5200886200,216.98,,true
5200886201,216.64,,true
5200886202,216.64,,true
5200886203,216.98,,true
5200886204,226.41,,true
5200886720,211.81,,true
5200886721,206.23,,true
5200886722,278.93,,true
5200886723,247.14,,true
5200886724,219.02,,true
5200886725,211.81,,true
5200886726,206.23,,true
5200886727,278.93,,true
5200886728,247.14,,true
5200886729,219.02,,true
5200886730,211.81,,true
5200886731,206.23,,true
5200886732,278.93,,true
5200886733,247.14,,true
5200886734,219.02,,true
5200886735,211.81,,true
5200886736,206.23,,true
5200886737,278.93,,true
5200886738,247.14,,true
5200886739,219.02,,true
5200886740,211.81,,true
5200886741,206.23,,true
5200886742,278.93,,true
5200886743,247.14,,true
5200886744,219.02,,true
5200886745,211.81,,true
5200886746,206.23,,true
5200886747,278.93,,true
5200885915,226.41,,true
5200885916,216.64,,true
5200885917,209.31,,true
5200885918,216.64,,true
5200885919,226.41,,true
5200885920,226.41,,true
5200885921,216.64,,true
5200885922,209.31,,true
5200885923,216.98,,true
5200885924,216.98,,true
5200885925,209.31,,true
5200885926,226.41,,true
5200885927,216.98,,true
5200885928,216.64,,true
5200885929,216.64,,true
5200885930,216.98,,true
5200885931,226.41,,true
5200885932,216.98,,true
5200885933,209.31,,true
5200885934,209.31,,true
5200885935,216.64,,true
5200885936,209.31,,true
5200885937,216.64,,true
5200885938,216.98,,true
5200885939,216.64,,true
5200885940,226.41,,true
5200885941,216.98,,true
5200885942,226.41,,true
5200885943,209.31,,true
5200886205,216.98,,true
5200886206,209.31,,true
5200886207,209.31,,true
5200886208,216.64,,true
5200886209,209.31,,true
5200886210,216.64,,true
5200886211,216.98,,true
5200886212,216.64,,true
5200886213,226.41,,true
5200886214,216.98,,true
5200886215,226.41,,true
5200886216,209.31,,true
5200886217,216.98,,true
5200886218,216.98,,true
5200886219,209.31,,true
5200886220,216.64,,true
5200886221,216.98,,true
5200886222,216.64,,true
5200886223,216.64,,true
5200886224,216.64,,true
5200886225,226.41,,true
5200886226,216.98,,true
5200886227,216.64,,true
5200886228,216.98,,true
5200886229,209.31,,true
5200886230,216.98,,true
5200886231,216.64,,true
5200886232,209.31,,true
5200886233,216.64,,true
5200886636,247.14,,true
5200886637,219.02,,true
5200886638,211.81,,true
5200886639,206.23,,true
5200886640,278.93,,true
5200886641,247.14,,true
5200886642,219.02,,true
5200886643,211.81,,true
5200886644,206.23,,true
5200886645,278.93,,true
5200886646,247.14,,true
5200886647,219.02,,true
5200886648,211.81,,true
5200886649,206.23,,true
5200886650,202.54,,true
5200886651,278.93,,true
5200886652,247.14,,true
5200886653,219.02,,true
5200886654,211.81,,true
5200886655,206.23,,true
5200886656,278.93,,true
5200886657,247.14,,true
5200886658,219.02,,true
5200886659,211.81,,true
5200886660,206.23,,true
5200886661,278.93,,true
5200886662,247.14,,true
5200886663,219.02,,true
5200885944,216.98,,true
5200885945,216.98,,true
5200885946,209.31,,true
5200885947,216.64,,true
5200885948,216.98,,true
5200885949,216.64,,true
5200885950,216.64,,true
5200885951,216.64,,true
5200885952,226.41,,true
5200885953,216.98,,true
5200885954,216.64,,true
5200885955,216.98,,true
5200885956,209.31,,true
5200885957,216.98,,true
5200885958,216.64,,true
5200885959,209.31,,true
5200885960,216.64,,true
5200885961,226.41,,true
5200885962,216.98,,true
5200885963,204.11,,true
5200885964,216.64,,true
5200885965,216.64,,true
5200885966,216.98,,true
5200885967,216.98,,true
5200885968,209.31,,true
5200885969,226.41,,true
5200885970,216.98,,true
5200885971,209.31,,true
5200885972,216.98,,true
5200886234,226.41,,true
5200886235,216.98,,true
5200886236,204.11,,true
5200886237,216.64,,true
5200886238,216.64,,true
5200886239,216.98,,true
5200886240,216.98,,true
5200886241,209.31,,true
5200886242,226.41,,true
5200886243,216.98,,true
5200886244,209.31,,true
5200886245,216.98,,true
5200886246,216.98,,true
5200886247,216.98,,true
5200886248,216.98,,true
5200886249,216.64,,true
5200886250,209.31,,true
5200886251,216.98,,true
5200886252,226.41,,true
5200886253,209.31,,true
5200886254,226.41,,true
5200886255,226.41,,true
5200886256,216.64,,true
5200886257,216.64,,true
5200886258,216.98,,true
5200886259,226.41,,true
5200886260,204.11,,true
5200886261,204.11,,true
5200886262,226.41,,true
5200886692,278.93,,true
5200886693,247.14,,true
5200886694,219.02,,true
5200886695,211.81,,true
5200886696,206.23,,true
5200886697,278.93,,true
5200886698,247.14,,true
5200886699,219.02,,true
5200886700,211.81,,true
5200886701,206.23,,true
5200886702,278.93,,true
5200886703,247.14,,true
5200886704,219.02,,true
5200886705,211.81,,true
5200886706,206.23,,true
5200886707,278.93,,true
5200886708,247.14,,true
5200886709,219.02,,true
5200886710,211.81,,true
5200886711,206.23,,true
5200886712,278.93,,true
5200886713,247.14,,true
5200886714,219.02,,true
5200886715,211.81,,true
5200886716,206.23,,true
5200886717,278.93,,true
5200886718,247.14,,true
5200886719,219.02,,true
5200885973,216.98,,true
5200885974,216.98,,true
5200885975,216.98,,true
5200885976,216.64,,true
5200885977,209.31,,true
5200885978,216.98,,true
5200885979,226.41,,true
5200885980,209.31,,true
5200885981,226.41,,true
5200885982,226.41,,true
5200885983,216.64,,true
5200885984,216.64,,true
5200885985,216.98,,true
5200885986,226.41,,true
5200885987,204.11,,true
5200885988,204.11,,true
5200885989,226.41,,true
5200885990,216.64,,true
5200885991,204.11,,true
5200885992,297.05,,true
5200885993,297.05,,true
5200885994,297.05,,true
5200885995,297.05,,true
5200885996,297.05,,true
5200885997,297.05,,true
5200885998,297.05,,true
5200885999,297.05,,true
5200886000,297.05,,true
5200886001,297.05,,true
5200886263,216.64,,true
5200886264,204.11,,true
5200886265,297.05,,true
5200886266,297.05,,true
5200886267,297.05,,true
5200886268,297.05,,true
5200886269,297.05,,true
5200886270,297.05,,true
5200886271,297.05,,true
5200886272,297.05,,true
5200886273,297.05,,true
5200886274,297.05,,true
5200886275,297.05,,true
5200886276,297.05,,true
5200886277,297.05,,true
5200886278,297.05,,true
5200886279,297.05,,true
5200886280,297.05,,true
5200886281,297.05,,true
5200886282,297.05,,true
5200886283,297.05,,true
5200886284,297.05,,true
5200886285,297.05,,true
5200886286,297.05,,true
5200886287,297.05,,true
5200886288,297.05,,true
5200886289,297.05,,true
5200886290,297.05,,true
5200886291,297.05,,true
5200886748,247.14,,true
5200886749,219.02,,true
5200886750,211.81,,true
5200886751,206.23,,true
5200886752,202.54,,true
5200886753,278.93,,true
5200886754,247.14,,true
5200886755,219.02,,true
5200886756,211.81,,true
5200886757,206.23,,true
5200886758,278.93,,true
5200886759,247.14,,true
5200886760,219.02,,true
5200886761,211.81,,true
5200886762,206.23,,true
5200886763,278.93,,true
5200886764,247.14,,true
5200886765,219.02,,true
5200886766,211.81,,true
5200886767,206.23,,true
5200886768,278.93,,true
5200886769,247.14,,true
5200886770,219.02,,true
5200886771,211.81,,true
5200886772,206.23,,true
5200886773,278.93,,true
5200886774,247.14,,true
5200886775,219.02,,true
5200886002,297.05,,true
5200886003,297.05,,true
5200886004,297.05,,true
5200886005,297.05,,true
5200886006,297.05,,true
5200886007,297.05,,true
5200886008,297.05,,true
5200886009,297.05,,true
5200886010,297.05,,true
5200886011,297.05,,true
5200886012,297.05,,true
5200886013,297.05,,true
5200886014,297.05,,true
5200886015,297.05,,true
5200886016,297.05,,true
5200886017,297.05,,true
5200886018,297.05,,true
5200886019,297.05,,true
5200886020,297.05,,true
5200886021,297.05,,true
5200886022,297.05,,true
5200886023,297.05,,true
5200886024,297.05,,true
5200886025,297.05,,true
5200886026,297.05,,true
5200886027,297.05,,true
5200886028,297.05,,true
5200886029,297.05,,true
5200886030,297.05,,true
5200886292,297.05,,true
5200886293,297.05,,true
5200886294,297.05,,true
5200886295,297.05,,true
5200886296,297.05,,true
5200886297,297.05,,true
5200886298,297.05,,true
5200886299,297.05,,true
5200886300,297.05,,true
5200886301,297.05,,true
5200886302,297.05,,true
5200886303,297.05,,true
5200886304,297.05,,true
5200886305,297.05,,true
5200886306,297.05,,true
5200886307,297.05,,true
5200886308,297.05,,true
5200886309,297.05,,true
5200886310,297.05,,true
5200886311,297.05,,true
5200886312,297.05,,true
5200886313,297.05,,true
5200886314,297.05,,true
5200886315,297.05,,true
5200886316,297.05,,true
5200886317,216.98,,true
5200886318,226.41,,true
5200886319,209.31,,true
5200886320,209.31,,true
5200886664,211.81,,true
5200886665,206.23,,true
5200886666,278.93,,true
5200886667,247.14,,true
5200886668,219.02,,true
5200886669,211.81,,true
5200886670,206.23,,true
5200886671,278.93,,true
5200886672,247.14,,true
5200886673,219.02,,true
5200886674,211.81,,true
5200886675,206.23,,true
5200886676,278.93,,true
5200886677,247.14,,true
5200886678,219.02,,true
5200886679,211.81,,true
5200886680,206.23,,true
5200886681,278.93,,true
5200886682,247.14,,true
5200886683,219.02,,true
5200886684,211.81,,true
5200886685,206.23,,true
5200886686,278.93,,true
5200886687,247.14,,true
5200886688,219.02,,true
5200886689,211.81,,true
5200886690,206.23,,true
5200886691,202.54,,true
5200886031,297.05,,true
5200886032,297.05,,true
5200886033,297.05,,true
5200886034,297.05,,true
5200886035,297.05,,true
5200886036,297.05,,true
5200886037,297.05,,true
5200886038,297.05,,true
5200886039,297.05,,true
5200886040,297.05,,true
5200886041,297.05,,true
5200886042,297.05,,true
5200886043,297.05,,true
5200886044,216.98,,true
5200886045,226.41,,true
5200886046,209.31,,true
5200886047,209.31,,true
5200886048,226.41,,true
5200886049,216.98,,true
5200886050,226.41,,true
5200886051,216.98,,true
5200886052,209.31,,true
5200886053,216.98,,true
5200886054,209.31,,true
5200886055,209.31,,true
5200886056,209.31,,true
5200886057,209.31,,true
5200886058,226.41,,true
5200886059,209.31,,true
5200886321,226.41,,true
5200886322,216.98,,true
5200886323,226.41,,true
5200886324,216.98,,true
5200886325,209.31,,true
5200886326,216.98,,true
5200886327,209.31,,true
5200886328,209.31,,true
5200886329,209.31,,true
5200886330,209.31,,true
5200886331,226.41,,true
5200886332,209.31,,true
5200886333,209.31,,true
5200886334,216.64,,true
5200886335,226.41,,true
5200886336,226.41,,true
5200886337,226.41,,true
5200886338,226.41,,true
5200886339,216.98,,true
5200886340,226.41,,true
5200886341,216.64,,true
5200886342,209.31,,true
5200886343,216.64,,true
5200886344,216.98,,true
5200886345,216.64,,true
5200886346,216.98,,true
5200886347,216.64,,true
5200886348,216.64,,true
5200886349,216.98,,true
5200886776,211.81,,true
5200886777,206.23,,true
5200886778,202.54,,true
5200886779,278.93,,true
5200886780,247.14,,true
5200886781,219.02,,true
5200886782,211.81,,true
5200886783,206.23,,true
5200886784,278.93,,true
5200886785,247.14,,true
5200886786,219.02,,true
5200886787,211.81,,true
5200886788,206.23,,true
5200886789,278.93,,true
5200886790,247.14,,true
5200886791,219.02,,true
5200886792,211.81,,true
5200886793,206.23,,true
5200886794,278.93,,true
5200886795,247.14,,true
5200886796,219.02,,true
5200886797,211.81,,true
5200886798,206.23,,true
5200886799,278.93,,true
5200886800,247.14,,true
5200886801,219.02,,true
5200886802,211.81,,true
5200886803,206.23,,true
5200886060,209.31,,true
5200886061,216.64,,true
5200886062,226.41,,true
5200886063,226.41,,true
5200886064,226.41,,true
5200886065,226.41,,true
5200886066,216.98,,true
5200886067,226.41,,true
5200886068,216.64,,true
5200886069,209.31,,true
5200886070,216.64,,true
5200886071,216.98,,true
5200886072,216.64,,true
5200886073,216.98,,true
