Product StockKeepingUnit,Price (01s68000002QhvpAAC) RON,Price (01s68000002QhvpAAC) EUR,IsActive
5200885898,242.58,,true
5200885899,224.26,,true
5200885900,242.58,,true
5200885901,218.69,,true
5200885902,224.26,,true
5200885903,242.58,,true
5200885904,232.11,,true
5200885905,232.48,,true
5200885906,242.58,,true
5200885907,224.26,,true
5200885908,242.58,,true
5200885909,242.58,,true
5200885910,218.69,,true
5200885911,232.48,,true
5200885912,242.58,,true
5200885913,224.26,,true
5200885914,224.26,,true
5200886176,242.58,,true
5200886177,232.11,,true
5200886178,232.48,,true
5200886179,242.58,,true
5200886180,224.26,,true
5200886181,242.58,,true
5200886182,242.58,,true
5200886183,218.69,,true
5200886184,232.48,,true
5200886185,242.58,,true
5200886186,224.26,,true
5200886187,224.26,,true
5200886188,242.58,,true
5200886189,232.11,,true
5200886190,224.26,,true
5200886191,232.11,,true
5200886192,242.58,,true
5200886193,242.58,,true
5200886194,232.11,,true
5200886195,224.26,,true
5200886196,232.48,,true
5200886197,232.48,,true
5200886198,224.26,,true
5200886199,242.58,,true
5200886200,232.48,,true
5200886201,232.11,,true
5200886202,232.11,,true
5200886203,232.48,,true
5200886204,242.58,,true
5200886720,226.94,,true
5200886721,220.96,,true
5200886722,298.85,,true
5200886723,264.8,,true
5200886724,234.67,,true
5200886725,226.94,,true
5200886726,220.96,,true
5200886727,298.85,,true
5200886728,264.8,,true
5200886729,234.67,,true
5200886730,226.94,,true
5200886731,220.96,,true
5200886732,298.85,,true
5200886733,264.8,,true
5200886734,234.67,,true
5200886735,226.94,,true
5200886736,220.96,,true
5200886737,298.85,,true
5200886738,264.8,,true
5200886739,234.67,,true
5200886740,226.94,,true
5200886741,220.96,,true
5200886742,298.85,,true
5200886743,264.8,,true
5200886744,234.67,,true
5200886745,226.94,,true
5200886746,220.96,,true
5200886747,298.85,,true
5200885915,242.58,,true
5200885916,232.11,,true
5200885917,224.26,,true
5200885918,232.11,,true
5200885919,242.58,,true
5200885920,242.58,,true
5200885921,232.11,,true
5200885922,224.26,,true
5200885923,232.48,,true
5200885924,232.48,,true
5200885925,224.26,,true
5200885926,242.58,,true
5200885927,232.48,,true
5200885928,232.11,,true
5200885929,232.11,,true
5200885930,232.48,,true
5200885931,242.58,,true
5200885932,232.48,,true
5200885933,224.26,,true
5200885934,224.26,,true
5200885935,232.11,,true
5200885936,224.26,,true
5200885937,232.11,,true
5200885938,232.48,,true
5200885939,232.11,,true
5200885940,242.58,,true
5200885941,232.48,,true
5200885942,242.58,,true
5200885943,224.26,,true
5200886205,232.48,,true
5200886206,224.26,,true
5200886207,224.26,,true
5200886208,232.11,,true
5200886209,224.26,,true
5200886210,232.11,,true
5200886211,232.48,,true
5200886212,232.11,,true
5200886213,242.58,,true
5200886214,232.48,,true
5200886215,242.58,,true
5200886216,224.26,,true
5200886217,232.48,,true
5200886218,232.48,,true
5200886219,224.26,,true
5200886220,232.11,,true
5200886221,232.48,,true
5200886222,232.11,,true
5200886223,232.11,,true
5200886224,232.11,,true
5200886225,242.58,,true
5200886226,232.48,,true
5200886227,232.11,,true
5200886228,232.48,,true
5200886229,224.26,,true
5200886230,232.48,,true
5200886231,232.11,,true
5200886232,224.26,,true
5200886233,232.11,,true
5200886636,264.8,,true
5200886637,234.67,,true
5200886638,226.94,,true
5200886639,220.96,,true
5200886640,298.85,,true
5200886641,264.8,,true
5200886642,234.67,,true
5200886643,226.94,,true
5200886644,220.96,,true
5200886645,298.85,,true
5200886646,264.8,,true
5200886647,234.67,,true
5200886648,226.94,,true
5200886649,220.96,,true
5200886650,217.01,,true
5200886651,298.85,,true
5200886652,264.8,,true
5200886653,234.67,,true
5200886654,226.94,,true
5200886655,220.96,,true
5200886656,298.85,,true
5200886657,264.8,,true
5200886658,234.67,,true
5200886659,226.94,,true
5200886660,220.96,,true
5200886661,298.85,,true
5200886662,264.8,,true
5200886663,234.67,,true
5200885944,232.48,,true
5200885945,232.48,,true
5200885946,224.26,,true
5200885947,232.11,,true
5200885948,232.48,,true
5200885949,232.11,,true
5200885950,232.11,,true
5200885951,232.11,,true
5200885952,242.58,,true
5200885953,232.48,,true
5200885954,232.11,,true
5200885955,232.48,,true
5200885956,224.26,,true
5200885957,232.48,,true
5200885958,232.11,,true
5200885959,224.26,,true
5200885960,232.11,,true
5200885961,242.58,,true
5200885962,232.48,,true
5200885963,218.69,,true
5200885964,232.11,,true
5200885965,232.11,,true
5200885966,232.48,,true
5200885967,232.48,,true
5200885968,224.26,,true
5200885969,242.58,,true
5200885970,232.48,,true
5200885971,224.26,,true
5200885972,232.48,,true
5200886234,242.58,,true
5200886235,232.48,,true
5200886236,218.69,,true
5200886237,232.11,,true
5200886238,232.11,,true
5200886239,232.48,,true
5200886240,232.48,,true
5200886241,224.26,,true
5200886242,242.58,,true
5200886243,232.48,,true
5200886244,224.26,,true
5200886245,232.48,,true
5200886246,232.48,,true
5200886247,232.48,,true
5200886248,232.48,,true
5200886249,232.11,,true
5200886250,224.26,,true
5200886251,232.48,,true
5200886252,242.58,,true
5200886253,224.26,,true
5200886254,242.58,,true
5200886255,242.58,,true
5200886256,232.11,,true
5200886257,232.11,,true
5200886258,232.48,,true
5200886259,242.58,,true
5200886260,218.69,,true
5200886261,218.69,,true
5200886262,242.58,,true
5200886692,298.85,,true
5200886693,264.8,,true
5200886694,234.67,,true
5200886695,226.94,,true
5200886696,220.96,,true
5200886697,298.85,,true
5200886698,264.8,,true
5200886699,234.67,,true
5200886700,226.94,,true
5200886701,220.96,,true
5200886702,298.85,,true
5200886703,264.8,,true
5200886704,234.67,,true
5200886705,226.94,,true
5200886706,220.96,,true
5200886707,298.85,,true
5200886708,264.8,,true
5200886709,234.67,,true
5200886710,226.94,,true
5200886711,220.96,,true
5200886712,298.85,,true
5200886713,264.8,,true
5200886714,234.67,,true
5200886715,226.94,,true
5200886716,220.96,,true
5200886717,298.85,,true
5200886718,264.8,,true
5200886719,234.67,,true
5200885973,232.48,,true
5200885974,232.48,,true
5200885975,232.48,,true
5200885976,232.11,,true
5200885977,224.26,,true
5200885978,232.48,,true
5200885979,242.58,,true
5200885980,224.26,,true
5200885981,242.58,,true
5200885982,242.58,,true
5200885983,232.11,,true
5200885984,232.11,,true
5200885985,232.48,,true
5200885986,242.58,,true
5200885987,218.69,,true
5200885988,218.69,,true
5200885989,242.58,,true
5200885990,232.11,,true
5200885991,218.69,,true
5200885992,318.27,,true
5200885993,318.27,,true
5200885994,318.27,,true
5200885995,318.27,,true
5200885996,318.27,,true
5200885997,318.27,,true
5200885998,318.27,,true
5200885999,318.27,,true
5200886000,318.27,,true
5200886001,318.27,,true
5200886263,232.11,,true
5200886264,218.69,,true
5200886265,318.27,,true
5200886266,318.27,,true
5200886267,318.27,,true
5200886268,318.27,,true
5200886269,318.27,,true
5200886270,318.27,,true
5200886271,318.27,,true
5200886272,318.27,,true
5200886273,318.27,,true
5200886274,318.27,,true
5200886275,318.27,,true
5200886276,318.27,,true
5200886277,318.27,,true
5200886278,318.27,,true
5200886279,318.27,,true
5200886280,318.27,,true
5200886281,318.27,,true
5200886282,318.27,,true
5200886283,318.27,,true
5200886284,318.27,,true
5200886285,318.27,,true
5200886286,318.27,,true
5200886287,318.27,,true
5200886288,318.27,,true
5200886289,318.27,,true
5200886290,318.27,,true
5200886291,318.27,,true
5200886748,264.8,,true
5200886749,234.67,,true
5200886750,226.94,,true
5200886751,220.96,,true
5200886752,217.01,,true
5200886753,298.85,,true
5200886754,264.8,,true
5200886755,234.67,,true
5200886756,226.94,,true
5200886757,220.96,,true
5200886758,298.85,,true
5200886759,264.8,,true
5200886760,234.67,,true
5200886761,226.94,,true
5200886762,220.96,,true
5200886763,298.85,,true
5200886764,264.8,,true
5200886765,234.67,,true
5200886766,226.94,,true
5200886767,220.96,,true
5200886768,298.85,,true
5200886769,264.8,,true
5200886770,234.67,,true
5200886771,226.94,,true
5200886772,220.96,,true
5200886773,298.85,,true
5200886774,264.8,,true
5200886775,234.67,,true
5200886002,318.27,,true
5200886003,318.27,,true
5200886004,318.27,,true
5200886005,318.27,,true
5200886006,318.27,,true
5200886007,318.27,,true
5200886008,318.27,,true
5200886009,318.27,,true
5200886010,318.27,,true
5200886011,318.27,,true
5200886012,318.27,,true
5200886013,318.27,,true
5200886014,318.27,,true
5200886015,318.27,,true
5200886016,318.27,,true
5200886017,318.27,,true
5200886018,318.27,,true
5200886019,318.27,,true
5200886020,318.27,,true
5200886021,318.27,,true
5200886022,318.27,,true
5200886023,318.27,,true
5200886024,318.27,,true
5200886025,318.27,,true
5200886026,318.27,,true
5200886027,318.27,,true
5200886028,318.27,,true
5200886029,318.27,,true
5200886030,318.27,,true
5200886292,318.27,,true
5200886293,318.27,,true
5200886294,318.27,,true
5200886295,318.27,,true
5200886296,318.27,,true
5200886297,318.27,,true
5200886298,318.27,,true
5200886299,318.27,,true
5200886300,318.27,,true
5200886301,318.27,,true
5200886302,318.27,,true
5200886303,318.27,,true
5200886304,318.27,,true
5200886305,318.27,,true
5200886306,318.27,,true
5200886307,318.27,,true
5200886308,318.27,,true
5200886309,318.27,,true
5200886310,318.27,,true
5200886311,318.27,,true
5200886312,318.27,,true
5200886313,318.27,,true
5200886314,318.27,,true
5200886315,318.27,,true
5200886316,318.27,,true
5200886317,232.48,,true
5200886318,242.58,,true
5200886319,224.26,,true
5200886320,224.26,,true
5200886664,226.94,,true
5200886665,220.96,,true
5200886666,298.85,,true
5200886667,264.8,,true
5200886668,234.67,,true
5200886669,226.94,,true
5200886670,220.96,,true
5200886671,298.85,,true
5200886672,264.8,,true
5200886673,234.67,,true
5200886674,226.94,,true
5200886675,220.96,,true
5200886676,298.85,,true
5200886677,264.8,,true
5200886678,234.67,,true
5200886679,226.94,,true
5200886680,220.96,,true
5200886681,298.85,,true
5200886682,264.8,,true
5200886683,234.67,,true
5200886684,226.94,,true
5200886685,220.96,,true
5200886686,298.85,,true
5200886687,264.8,,true
5200886688,234.67,,true
5200886689,226.94,,true
5200886690,220.96,,true
5200886691,217.01,,true
5200886031,318.27,,true
5200886032,318.27,,true
5200886033,318.27,,true
5200886034,318.27,,true
5200886035,318.27,,true
5200886036,318.27,,true
5200886037,318.27,,true
5200886038,318.27,,true
5200886039,318.27,,true
5200886040,318.27,,true
5200886041,318.27,,true
5200886042,318.27,,true
5200886043,318.27,,true
5200886044,232.48,,true
5200886045,242.58,,true
5200886046,224.26,,true
5200886047,224.26,,true
5200886048,242.58,,true
5200886049,232.48,,true
5200886050,242.58,,true
5200886051,232.48,,true
5200886052,224.26,,true
5200886053,232.48,,true
5200886054,224.26,,true
5200886055,224.26,,true
5200886056,224.26,,true
5200886057,224.26,,true
5200886058,242.58,,true
5200886059,224.26,,true
5200886321,242.58,,true
5200886322,232.48,,true
5200886323,242.58,,true
5200886324,232.48,,true
5200886325,224.26,,true
5200886326,232.48,,true
5200886327,224.26,,true
5200886328,224.26,,true
5200886329,224.26,,true
5200886330,224.26,,true
5200886331,242.58,,true
5200886332,224.26,,true
5200886333,224.26,,true
5200886334,232.11,,true
5200886335,242.58,,true
5200886336,242.58,,true
5200886337,242.58,,true
5200886338,242.58,,true
5200886339,232.48,,true
5200886340,242.58,,true
5200886341,232.11,,true
5200886342,224.26,,true
5200886343,232.11,,true
5200886344,232.48,,true
5200886345,232.11,,true
5200886346,232.48,,true
5200886347,232.11,,true
5200886348,232.11,,true
5200886349,232.48,,true
5200886776,226.94,,true
5200886777,220.96,,true
5200886778,217.01,,true
5200886779,298.85,,true
5200886780,264.8,,true
5200886781,234.67,,true
5200886782,226.94,,true
5200886783,220.96,,true
5200886784,298.85,,true
5200886785,264.8,,true
5200886786,234.67,,true
5200886787,226.94,,true
5200886788,220.96,,true
5200886789,298.85,,true
5200886790,264.8,,true
5200886791,234.67,,true
5200886792,226.94,,true
5200886793,220.96,,true
5200886794,298.85,,true
5200886795,264.8,,true
5200886796,234.67,,true
5200886797,226.94,,true
5200886798,220.96,,true
5200886799,298.85,,true
5200886800,264.8,,true
5200886801,234.67,,true
5200886802,226.94,,true
5200886803,220.96,,true
5200886060,224.26,,true
5200886061,232.11,,true
5200886062,242.58,,true
5200886063,242.58,,true
5200886064,242.58,,true
5200886065,242.58,,true
5200886066,232.48,,true
5200886067,242.58,,true
5200886068,232.11,,true
5200886069,224.26,,true
