Product StockKeepingUnit,Price (01s68000002Qj2OAAS) EUR,IsActive
5200569212,18.38,true
5200569213,18.9,true
5200569214,22.62,true
5200569215,24.38,true
5200569216,26.18,true
5200569217,27.52,true
5200569218,29.92,true
5200569219,8.86,true
5200569220,9.26,true
5200569221,10.25,true
5200569222,10.64,true
5200569223,10.97,true
5200569224,11.55,true
5200569225,11.68,true
5200569226,11.94,true
5200569227,12.85,true
5200569228,13.89,true
5200569229,14.41,true
5200868570,30.3,true
5200868571,33.36,true
5200868572,36.39,true
5200868573,37.91,true
5200868587,5.97,true
5200868588,7.14,true
5200868589,9.51,true
5200868590,11.9,true
5200868591,14.28,true
5200868592,16.66,true
5200868593,17.85,true
5200868594,19.04,true
5200868595,21.41,true
5200868596,23.8,true
5200868597,26.18,true
5200868598,28.55,true
5200868599,29.75,true
5200868600,7.1,true
5200868601,8.5,true
5200868602,11.35,true
5200868603,14.05,true
5200868604,16.86,true
5200868605,19.66,true
5200868606,20.86,true
5200868607,22.26,true
5200868608,25.03,true
5200868609,27.83,true
5200868610,30.6,true
5200868611,33.39,true
5200868612,34.78,true
5200937826,183.51,true
5200937827,100.15,true
5200937828,134.22,true
5200937829,67.04,true
5200937831,68.27,true
5200937832,440.15,true
5200937833,202.62,true
5200937834,196.7,true
5200938746,8.88,true
5200939542,8.23,true
5200939543,8.23,true
5200939849,20.09,true
5200557946,9.29,true
5200557948,8.57,true
5200557960,10.89,true
5200557961,13.55,true
5200557962,16.48,true
5200557963,18.29,true
5200557965,15.66,true
5200557966,16.25,true
5200557967,17.33,true
5200557968,27.57,true
5200557969,13.89,true
5200557970,10.61,true
5200557971,3.66,true
5200557972,7.05,true
5200557973,12.41,true
5200557974,17.32,true
5200557975,19.63,true
5200557976,4.12,true
5200557977,6.38,true
5200557978,9.48,true
5200557979,11.56,true
5200557980,17.12,true
5200557981,21.21,true
5200557982,30.44,true
5200557993,13.02,true
5200557994,15.48,true
5200557995,17.5,true
5200557996,20,true
5200557997,22.54,true
5200558039,16.48,true
5200569230,16.6,true
5200569231,17.29,true
5200569232,17.54,true
5200569233,18.62,true
5200569234,19.08,true
5200569235,20.66,true
5200569236,21.25,true
5200569237,25.12,true
5200569238,27.06,true
5200569239,29.08,true
5200569240,30.57,true
5200569241,10.56,true
5200569242,10.96,true
5200569243,11.79,true
5200569244,12.22,true
5200569245,12.59,true
5200569246,13.2,true
5200569247,13.98,true
5200569248,13.88,true
5200569249,15.25,true
5200569250,16.39,true
5200569251,17.33,true
5200569252,18.69,true
5200569253,19.42,true
5200569254,19.71,true
5200569255,20.88,true
5200569256,21.38,true
5200569257,23.09,true
5200569258,23.74,true
5200868613,7.74,true
5200868614,9.3,true
5200868615,12.4,true
5200868616,15.2,true
5200868617,18.25,true
5200868618,21.29,true
5200868619,22.4,true
5200868620,23.88,true
5200868621,26.87,true
5200868622,29.85,true
5200868623,32.84,true
5200868624,35.8,true
5200868625,37.31,true
5200868626,7.81,true
5200868627,9.38,true
5200868628,12.5,true
5200868629,15.63,true
5200868630,18.75,true
5200868631,21.87,true
5200868632,23.44,true
5200868633,24.99,true
5200868634,28.12,true
5200868635,31.22,true
5200868636,34.35,true
5200868637,37.49,true
5200868638,39.05,true
5200868639,9.05,true
5200868640,10.87,true
5200868641,14.48,true
5200868642,17.93,true
